kp_uav,kp_patch,raw_matches,good_matches,good_ratio,homography_inliers,homography_ratio,num_3d2d_corr,pnp_inliers_anchor,pnp_ratio_anchor,anchor_easting_est,anchor_northing_est,anchor_altitude_est,anchor_easting_delta,anchor_northing_delta,anchor_altitude_delta,anchor_yaw_est,anchor_pitch_est,anchor_roll_est,anchor_yaw_delta,anchor_pitch_delta,anchor_roll_delta,reproj_error_anchor_mean,reproj_error_anchor_std,pnp_inliers_prior,pnp_ratio_prior,prior_easting_est,prior_northing_est,prior_altitude_est,prior_easting_delta,prior_northing_delta,prior_altitude_delta,prior_yaw_est,prior_pitch_est,prior_roll_est,prior_yaw_delta,prior_pitch_delta,prior_roll_delta,reproj_error_prior_mean,reproj_error_prior_std,gps_easting,gps_northing,gps_altitude,imu_yaw,imu_pitch,imu_roll,image_id,filename
1080,1971,1080,164,0.15185185185185185,101,0.6158536585365854,164,57,0.3475609756097561,445654.311689646,5696621.306939082,479.5794719031956,-0.2821237174212001,0.20607417169958353,-0.3590656944606394,-133.3794174619739,2.9815433007303707,-1.1980701630149315,-0.5219452705379979,-1.98051045919334,-2.3466116173238447,1.8586478,0.6438727,57,0.3475609756097561,445654.31168964715,5696621.306939075,479.5794719034588,-0.2821237162570469,0.20607416424900293,-0.3590656941974544,-133.3794174665166,2.9815433208690045,-1.1980701378983796,-0.5219452750806965,-1.9805104390547115,-2.3466115922072674,1.8586478,0.6438727,445654.5938133634,5696621.1008649105,479.93853759765625,-132.8574721914359,4.962053759923721,1.148541454308899,225,frame_000225.png
1057,1969,1057,162,0.1532639545884579,81,0.5,162,55,0.3395061728395062,445654.3526732202,5696621.9683192605,479.39388052076174,-0.2553954456234351,0.8469855291768909,-0.5491736784570662,-133.41329595129898,0.4843919859987578,-2.7726564906260025,-0.39838093876227276,-4.0797068366289295,-3.742840754645755,1.8325119,0.79518294,55,0.3395061728395062,445654.3526732202,5696621.9683192605,479.39388052074344,-0.2553954456234351,0.8469855291768909,-0.5491736784753698,-133.41329595126373,0.48439198561663366,-2.772656490953369,-0.39838093872702984,-4.079706837011059,-3.742840754973116,1.8325119,0.79518294,445654.60806866584,5696621.121333731,479.9430541992188,-133.0149150125367,4.564098822627692,0.9701842640197561,226,frame_000226.png
1043,1948,1043,165,0.15819750719079578,87,0.5272727272727272,165,55,0.3333333333333333,445654.6192175219,5696621.5152201615,479.6446703370187,0.014843637007288635,0.3829689361155033,-0.3043653075126258,-133.62222948932956,0.6896150901593088,0.7018222468781111,-0.9324376202419558,-3.2444617784454124,1.121082547755293,1.8738494,0.76502246,55,0.3333333333333333,445654.61921752326,5696621.515220159,479.6446703373718,0.014843638346064836,0.3829689333215356,-0.3043653071595145,-133.62222948994346,0.6896150941254637,0.7018222578613672,-0.9324376208558647,-3.244461774479248,1.12108255873855,1.8738494,0.76502246,445654.6043738849,5696621.132251225,479.9490356445313,-132.6897918690876,3.9340768686047256,-0.41926030087718225,227,frame_000227.png
1044,2010,1044,166,0.15900383141762453,93,0.5602409638554217,166,65,0.39156626506024095,445654.5132049871,5696621.218772629,479.62062238810404,-0.03755043406272307,0.0495609138160944,-0.32780290486476815,-128.97923182322364,3.8216891967839453,1.4183280666812257,-0.8743935186559213,-2.4872084160063537,1.701318591229409,1.7779748,0.74071646,65,0.39156626506024095,445654.51320498716,5696621.218772629,479.6206223880631,-0.03755043400451541,0.0495609138160944,-0.3278029049056954,-128.9792318230318,3.821689194394995,1.4183280649369348,-0.8743935184640748,-2.487208418395312,1.701318589485112,1.7779748,0.74071646,445654.55075542117,5696621.169211715,479.9484252929688,-128.10483830456772,6.308897612790297,-0.2829905245481869,228,frame_000228.png
1050,1970,1050,169,0.16095238095238096,85,0.5029585798816568,169,57,0.33727810650887574,445653.6120246061,5696622.134383888,479.5770852814002,-0.9606972539331764,0.9319791626185179,-0.39099333188113405,-127.5397261493255,2.816612719433223,-4.055830116922354,-0.3070649312213618,-2.6274034468988816,-4.043734698236136,1.8431876,0.665992,57,0.33727810650887574,445653.6120246061,5696622.134383888,479.5770852813796,-0.9606972539331764,0.9319791626185179,-0.39099333190171137,-127.53972614924406,2.8166127187540484,-4.055830117556003,-0.3070649311399052,-2.627403447578047,-4.043734698869798,1.8431876,0.665992,445654.57272186,5696621.202404725,479.9680786132813,-127.23266121810416,5.444016166332099,-0.012095418686215078,229,frame_000229.png
999,1945,999,114,0.11411411411411411,55,0.4824561403508772,114,35,0.30701754385964913,445654.1172172341,5696622.039966207,479.55786946808865,-0.3987314531696029,0.9649667125195265,-0.46269937956759577,-126.23447674026973,11.082807138316204,-4.882815814578231,0.6389542300634332,-4.180578683077471,-7.451614549204265,1.7241447,0.7143952,35,0.30701754385964913,445654.1172172343,5696622.039966212,479.55786946799634,-0.3987314529949799,0.9649667171761394,-0.4626993796599095,-126.23447673633741,11.082807121857858,-4.882815825600739,0.6389542339957472,-4.180578699535829,-7.451614560226773,1.7241447,0.7143952,445654.5159486873,5696621.0749994945,480.02056884765625,-126.87343097033316,15.263385821393678,2.5687987346260304,230,frame_000230.png
1011,1902,1011,110,0.10880316518298715,50,0.45454545454545453,110,36,0.32727272727272727,445653.355161279,5696621.631160567,479.60791113825314,-0.8741925000213087,0.9046490993350744,-0.4424733832312313,-125.15481241046783,15.120249785142324,-4.660617467742481,1.2487061516459335,-3.8275225244335047,-5.71175959537797,1.784959,0.70065117,36,0.32727272727272727,445653.35516128043,5696621.631160569,479.6079111382267,-0.8741924985661171,0.9046491021290421,-0.4424733832576635,-125.1548124092254,15.12024977268764,-4.660617469201259,1.24870615288836,-3.827522536888182,-5.7117595968367425,1.784959,0.70065117,445654.229353779,5696620.726511467,480.0503845214844,-126.40351856211377,18.94777230957582,1.051142127635491,231,frame_000231.png
1021,1696,1021,122,0.11949069539666993,60,0.4918032786885246,122,39,0.319672131147541,445652.69207941846,5696620.117586416,479.62530487657426,-0.9800481757847592,0.06866779364645481,-0.4104922425663631,-125.97709665915929,18.46800525540158,-3.3546931977964167,0.3124874634040964,0.16191074696973828,-4.683479480123793,1.9090817,0.7370632,39,0.319672131147541,445652.6920794148,5696620.117586413,479.6253048763567,-0.9800481794518419,0.06866779085248709,-0.41049224278390284,-125.97709665791699,18.46800527187002,-3.354693204850505,0.3124874646463809,0.16191076343818622,-4.683479487177891,1.9090817,0.7370632,445653.67212759424,5696620.048918623,480.0357971191406,-126.28958412256338,18.306094508431848,1.328786282327373,232,frame_000232.png
994,1525,994,127,0.12776659959758552,69,0.5433070866141733,127,47,0.3700787401574803,445653.0240242327,5696619.448835448,479.8287212203088,-0.27441841532709077,-0.1346686528995633,-0.19892770547249938,-127.15854248760444,15.319003646861157,-1.1114579261101492,-0.6570549253855518,-1.7283503967855438,-3.1019598089918645,1.7278967,0.72051704,47,0.3700787401574803,445653.02402422245,5696619.4488354875,479.82872122432605,-0.2744184255716391,-0.13466861378401518,-0.19892770145526129,-127.15854244782761,15.319003546747926,-1.1114580579626925,-0.6570548856087157,-1.72835049689877,-3.1019599408444094,1.7278967,0.72051704,445653.298442648,5696619.583504101,480.0276489257813,-126.50148756221888,17.047354043646706,1.9905018828817274,233,frame_000233.png
1013,1313,1013,119,0.11747285291214216,76,0.6386554621848739,119,57,0.4789915966386555,445652.3192161057,5696617.868202975,479.6832955971677,-0.5493569300160743,-1.177871529944241,-0.3315359458010789,-128.26614774206084,16.673970760137955,0.6980918758986765,-1.4213338190445484,1.1639220158783132,-1.3652270739398205,1.7681968,0.7504033,57,0.4789915966386555,445652.3192161174,5696617.868203022,479.683295607681,-0.5493569183163345,-1.1778714833781123,-0.33153593528783176,-128.2661477059081,16.673970580215254,0.6980917901356665,-1.4213337828918498,1.1639218359555912,-1.3652271597028403,1.7681968,0.7504033,445652.8685730357,5696619.046074505,480.0148315429688,-126.84481392301628,15.510048744259652,2.063318949838503,234,frame_000234.png
959,1060,959,83,0.08654848800834203,50,0.6024096385542169,83,39,0.46987951807228917,445651.0120201101,5696616.504567257,479.7871417910792,-0.2614456887822598,-0.6445868369191885,-0.19964409759268165,-128.04035260389549,8.920076686751301,1.8210524163428836,-1.181149062369542,1.357176556554748,1.5761987994031017,1.7192571,0.7639803,39,0.46987951807228917,445651.01202011004,5696616.504567257,479.78714179101036,-0.2614456888404675,-0.6445868369191885,-0.19964409766151903,-128.04035260404518,8.920076688125464,1.821052417134979,-1.1811490625192391,1.3571765579289092,1.5761988001951863,1.7192571,0.7639803,445651.2734657989,5696617.149154094,479.9867858886719,-126.85920354152594,7.562900130196543,0.24485361693977864,235,frame_000235.png
890,999,890,85,0.09550561797752809,51,0.6,85,37,0.43529411764705883,445650.15930179745,5696616.189378843,479.81955249030244,-0.5344464122317731,-0.2731777857989073,-0.13650219719755796,-127.98829881968456,2.198675051350752,0.07848687434583314,-1.0335774548744325,-1.5587424382101744,-0.23990165768475435,1.7684052,0.7622098,37,0.43529411764705883,445650.1593017986,5696616.189378841,479.81955249028675,-0.5344464110676199,-0.27317778766155243,-0.13650219721324675,-127.98829882012747,2.198675053801499,0.07848688219628683,-1.033577455317328,-1.5587424357594273,-0.23990164983430873,1.7684052,0.7622098,445650.6937482097,5696616.4625566285,479.9560546875,-126.95472136481014,3.7574174895609302,0.3183885320306002,236,frame_000236.png
843,883,843,66,0.07829181494661921,38,0.5757575757575758,66,28,0.42424242424242425,445647.97058953496,5696612.744913946,479.9009006120678,-0.5612281488720328,-1.1622126577422023,-0.02057765941657408,-128.14883606877677,-2.8723631500478337,3.4135240112077248,-1.448005585262365,1.785644949414234,4.541823265418486,1.583314,0.62594235,28,0.42424242424242425,445647.9705895358,5696612.744913946,479.9009006120571,-0.5612281480571255,-1.1622126577422023,-0.02057765942726064,-128.1488360686367,-2.8723631514817405,3.4135240140392287,-1.4480055851223028,1.7856449479803302,4.541823268249999,1.583314,0.62594235,445648.53181768383,5696613.907126604,479.9214782714844,-126.7008304835144,-4.658008099462074,-1.128299254210774,237,frame_000237.png
962,860,962,62,0.06444906444906445,32,0.5161290322580645,62,27,0.43548387096774194,445646.6658260991,5696611.835812216,479.72669219696996,-1.4212351902388036,-1.551331332884729,-0.1752853420925362,-128.52397970771776,-5.111036265884222,1.5748940563408653,-1.8170456121195286,4.536058089877912,2.534158565981585,1.641555,0.7334176,27,0.43548387096774194,445646.66582610214,5696611.835812217,479.7266921973601,-1.4212351872120053,-1.5513313319534063,-0.17528534170241983,-128.52397970594356,-5.1110362768745246,1.574894063260299,-1.8170456103453319,4.536058078887606,2.534158572900992,1.641555,0.7334176,445648.08706128935,5696613.387143549,479.9019775390625,-126.70693409559823,-9.647094355762126,-0.9592645096407056,238,frame_000238.png
1017,840,1017,60,0.058997050147492625,40,0.6666666666666666,60,32,0.5333333333333333,445648.0246519756,5696612.61381216,479.7713082712824,0.3341612372896634,-0.31678257789462805,-0.11110750020196747,-127.12386869459966,-17.214625491802813,4.044159624633177,-0.602522558341775,-3.5957901614403625,5.078002773333139,1.7384074,0.7584682,32,0.5333333333333333,445648.02465177624,5696612.613811952,479.77130829357617,0.3341610379284248,-0.3167827855795622,-0.11110747790820596,-127.12386884757373,-17.214624326576455,4.044159472552638,-0.602522711315828,-3.5957889962139973,5.07800262125258,1.7384074,0.7584682,445647.6904907383,5696612.930594738,479.8824157714844,-126.5213461362579,-13.61883533036245,-1.0338431486999522,239,frame_000239.png
1040,875,1040,54,0.051923076923076926,35,0.6481481481481481,54,28,0.5185185185185185,445647.20000135835,5696611.55751612,479.8389205974428,-0.17629607883282006,-1.0137118576094508,-0.01947784005722042,-127.32625188432058,-14.16531555184425,3.788107242213479,-0.8926071748775826,-0.345703645491767,4.391521933095532,1.7898291,0.64583236,28,0.5185185185185185,445647.20000135835,5696611.55751612,479.83892059744517,-0.17629607883282006,-1.0137118576094508,-0.019477840054832996,-127.32625188429466,-14.165315551280694,3.7881072425666322,-0.892607174851662,-0.34570364492822137,4.391521933448672,1.7898291,0.64583236,445647.3762974372,5696612.571227978,479.8583984375,-126.43364470944299,-13.819611906352478,-0.6034146908820397,240,frame_000240.png
1068,874,1068,59,0.0552434456928839,27,0.4576271186440678,59,29,0.4915254237288136,445646.64365321124,5696611.206847381,479.79227918929024,-0.3440181596088223,-0.9417964769527316,-0.05430894547538401,-127.91732265471009,-10.014347362755156,3.378381981333345,-1.1810874410467704,1.149265110389564,4.390614940914901,1.9826261,0.6180027,29,0.4915254237288136,445646.64365321316,5696611.206847388,479.7922791890148,-0.3440181576879695,-0.941796469502151,-0.054308945750847215,-127.9173226545416,-10.01434738868796,3.3783819711103154,-1.1810874408782865,1.149265084456772,4.390614930691868,1.9826261,0.6180027,445646.98767137085,5696612.148643858,479.8465881347656,-126.7362352136633,-11.163612473144731,-1.0122329595815596,241,frame_000241.png
948,875,948,76,0.08016877637130802,51,0.6710526315789473,76,40,0.5263157894736842,445646.711270035,5696611.385142506,479.7819891013738,-0.19052848225692287,-0.6930635878816247,-0.08660220721992573,-127.90555691320418,-5.234537419481188,4.532287848398665,-0.9552288302268437,-0.6563202641000885,7.04932716410579,1.8347309,0.7635614,40,0.5263157894736842,445646.71127003524,5696611.385142505,479.7819891013956,-0.19052848202409223,-0.6930635888129473,-0.0866022071981547,-127.9055569130978,-5.234537415923338,4.532287852463554,-0.9552288301204612,-0.6563202605422589,7.0493271681706915,1.8347309,0.7635614,445646.90179851727,5696612.078206094,479.86859130859375,-126.95032808297734,-4.578217155381087,-2.5170393157071334,242,frame_000242.png
932,917,932,84,0.09012875536480687,51,0.6071428571428571,84,35,0.4166666666666667,445646.9677059982,5696612.147014276,479.7156928675381,0.11014765471918508,0.08196787815541029,-0.15756763050876543,-128.3357305866648,-6.086695401999046,4.416356163031564,-1.1308882031859753,-2.8578063612028757,7.297790421079867,2.0322762,0.5519789,35,0.4166666666666667,445646.9677059964,5696612.147014273,479.7156928675699,0.1101476529147476,0.08196787536144257,-0.15756763047698996,-128.33573058770278,-6.086695387921,4.416356164865848,-1.130888204223936,-2.8578063471248356,7.297790422914147,2.0322762,0.5519789,445646.8575583435,5696612.065046398,479.8732604980469,-127.20484238347883,-3.2288890407961772,-2.8814342580483085,243,frame_000243.png
936,888,936,90,0.09615384615384616,54,0.6,90,35,0.3888888888888889,445646.6368847464,5696611.2340400005,479.6347224659572,-0.20581143704475835,-0.8530307682231069,-0.2082035594334002,-128.69691899881278,0.034370211201633735,5.510999536551168,-1.2093030775067177,1.491864736230525,8.203781107144692,1.7487043,0.79906446,35,0.3888888888888889,445646.6368847463,5696611.2340400005,479.63472246596996,-0.205811437102966,-0.8530307682231069,-0.20820355942066726,-128.69691899901972,0.03437021328503122,5.510999538034055,-1.2093030777136278,1.4918647383139216,8.203781108627595,1.7487043,0.79906446,445646.8426961834,5696612.087070769,479.8429260253906,-127.48761592130607,-1.4574945250288824,-2.6927815705935347,244,frame_000244.png
883,913,883,87,0.0985277463193658,45,0.5172413793103449,87,36,0.41379310344827586,445646.93950102106,5696611.4162433585,479.3629335710218,0.06856619892641902,-0.785391740500927,-0.2230649641344371,-128.7560723231614,0.27495908695055293,6.988584715041017,-1.2540310112007944,0.408494993038488,10.383484494994974,1.880134,0.76618826,36,0.41379310344827586,445646.9395010203,5696611.416243358,479.3629335711207,0.06856619816971943,-0.7853917414322495,-0.22306496403552956,-128.75607232356796,0.2749590914432041,6.988584714500334,-1.254031011607367,0.40849499753113605,10.38348449445428,1.880134,0.76618826,445646.87093482213,5696612.201635099,479.58599853515625,-127.5020413119606,-0.13353590608793464,-3.394899779953955,245,frame_000245.png
841,854,841,73,0.08680142687277051,39,0.5342465753424658,73,30,0.410958904109589,445646.8357672641,5696611.769692924,478.43076400197333,-0.10152211698004976,-0.5734697757288814,-0.5156166132610451,-128.4421811139497,0.3267281217619705,5.05799356840419,-1.3353316047968065,0.5461527941164661,7.678766404061321,1.6602219,0.79554075,30,0.410958904109589,445646.83576726454,5696611.769692925,478.4307640019983,-0.10152211657259613,-0.5734697747975588,-0.5156166132360909,-128.44218111361926,0.3267281178921916,5.057993567910888,-1.3353316044663757,0.5461527902466798,7.678766403568005,1.6602219,0.79554075,445646.9372893811,5696612.3431627,478.9463806152344,-127.10684950915288,-0.21942467235448834,-2.6207728356571205,246,frame_000246.png
798,852,798,71,0.08897243107769423,48,0.676056338028169,71,35,0.49295774647887325,445647.17218144715,5696612.056518592,477.8135258255732,0.1852657042327337,-0.3632158124819398,-0.6721614302861667,-127.6018919430324,-1.2247911999651977,5.57263668955259,-1.1910096888929615,-0.9574430140006314,8.037379220162336,1.966142,0.8508809,35,0.49295774647887325,445647.1721814516,5696612.056518597,477.81352582550517,0.18526570865651593,-0.3632158078253269,-0.6721614303542083,-127.60189194007071,-1.224791229902379,5.5726366930457205,-1.191009685931249,-0.9574430439378148,8.037379223655478,1.966142,0.8508809,445646.9869157429,5696612.419734404,478.4856872558594,-126.41088225413945,-0.26734818596457355,-2.464742530609758,247,frame_000247.png
765,873,765,94,0.12287581699346405,61,0.648936170212766,94,37,0.39361702127659576,445647.0155914374,5696612.128772598,477.12340175979875,-0.07957248942693695,-0.45879530161619186,-0.3333548319981219,-126.39631674132158,0.7969054449178513,5.036526779061661,-1.2105483760811353,-0.0734517223725959,7.854745943783456,1.7486217,0.63036335,37,0.39361702127659576,445647.01559143444,5696612.128772592,477.123401760292,-0.07957249239552766,-0.4587953072041273,-0.33335483150489154,-126.39631674428449,0.7969054764098389,5.03652678365484,-1.2105483790440417,-0.07345169088060288,7.854745948376632,1.7486217,0.63036335,445647.09516392683,5696612.587567899,477.4567565917969,-125.18576836524043,0.8703571672904415,-2.818219164721798,248,frame_000248.png
792,836,792,92,0.11616161616161616,64,0.6956521739130435,92,39,0.42391304347826086,445647.1227444821,5696612.503402048,476.4484337178413,-0.035157044301740825,-0.1719611966982484,-0.46343151653371706,-125.8260984007879,1.1871296561341242,5.260621904184825,-1.3281893333842731,-1.4275395467345504,8.819871740169162,1.8013034,0.77191293,39,0.42391304347826086,445647.122744482,5696612.503402047,476.4484337178344,-0.03515704441815615,-0.17196119762957096,-0.4634315165405951,-125.82609840092373,1.1871296574446633,5.260621904468171,-1.328189333520129,-1.4275395454240254,8.819871740452498,1.8013034,0.77191293,445647.1579015264,5696612.6753632445,476.911865234375,-124.49790906740361,2.6146692028686784,-3.559249835984324,249,frame_000249.png
807,858,807,88,0.1090458488228005,62,0.7045454545454546,88,32,0.36363636363636365,445647.08336445945,5696612.46227271,475.76725623032337,-0.15359068964608014,-0.2945053977891803,-0.621995478661006,-126.26753972282611,4.553612101981818,2.7691239816798285,-1.1541786061996504,0.24890049856665541,4.36949768255144,1.6790599,0.7184598,32,0.36363636363636365,445647.0833644593,5696612.46227271,475.7672562302688,-0.15359068982070312,-0.2945053977891803,-0.6219954787155757,-126.26753972308215,4.55361210458564,2.769123982437733,-1.1541786064557016,0.24890050117045348,4.369497683309362,1.6790599,0.7184598,445647.2369551491,5696612.756778108,476.3892517089844,-125.11336111662645,4.304711603415176,-1.6003737008716248,250,frame_000250.png
846,858,846,98,0.11583924349881797,65,0.6632653061224489,98,35,0.35714285714285715,445647.4112256271,5696612.523662047,475.15265920353704,0.09698905295226723,-0.3069736724719405,-0.7173969488067087,-127.02100867906326,2.5511178503905345,3.595222528234599,-1.186866860004784,-0.5466854799132932,4.892404702387722,2.0011678,0.7121146,35,0.35714285714285715,445647.41122562735,5696612.5236620465,475.15265920342347,0.09698905318509787,-0.3069736734032631,-0.7173969489202818,-127.02100867935484,2.551117852407157,3.595222531459377,-1.1868668602963623,-0.5466854778966876,4.892404705612506,2.0011678,0.7121146,445647.31423657417,5696612.83063572,475.87005615234375,-125.83414181905847,3.097803330303838,-1.2971821741531182,251,frame_000251.png
